,head,variable,value
3877,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,concept_vocab_index,vi873
3878,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi1403
3879,Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi837
3880,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi1072
3881,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,concept_vocab_index,vi873
3882,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,level,level_3
3883,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,concept_vocab_index,vi717
3884,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,concept_vocab_index,vi73
3885,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi988
3886,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,concept_vocab_index,vi1313
3887,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi351
3888,Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi43
3889,Course2_W1-S2-L3_Word_Tokenization_14-26,l_text_topics,topic_5
3890,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi1442
3891,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi908
3892,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi873
3893,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi134
3894,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi119
3895,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,concept_vocab_index,vi47
3896,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi47
3897,Course2_W3-S1-L2_Naive_Bayes_3-19,concept_vocab_index,vi433
3898,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi1072
3899,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,concept_vocab_index,vi728
3900,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,concept_vocab_index,vi545
3901,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi245
3902,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi988
3903,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi1443
3904,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi1106
3905,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi116
3906,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi988
3907,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi587
3908,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi105
3909,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi873
3910,Course1_W2-S1-L8_Summary_1-50,concept_vocab_index,vi770
3911,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi819
3912,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,l_text_topics,topic_11
3913,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi386
3914,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi909
3915,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi1141
3916,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi43
3917,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi1338
3918,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi1206
3919,Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi980
3920,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,l_text_topics,topic_11
3921,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi134
3922,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi980
3923,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi1338
3924,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1422
3925,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi984
3926,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi1206
3927,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi31
3928,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi837
3929,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,l_text_topics,topic_14
3930,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi915
3931,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17,concept_vocab_index,vi1235
3932,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi257
3933,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi470
3934,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,concept_vocab_index,vi725
3935,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi43
3936,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi974
3937,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi1164
3938,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi998
3939,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi991
3940,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1422
3941,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,l_text_topics,topic_8
3942,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi1274
3943,Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi873
3944,Course1_W7-S1-L1_Introduction_0-47,concept_vocab_index,vi980
3945,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1422
3946,Course2_W3-S2_L3_Sentiment_Lexicons_8-37,concept_vocab_index,vi468
3947,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,level,level_3
3948,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,prerequisite,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19
3949,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi147
3950,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,concept_vocab_index,vi134
3951,Course2_W4-S1-L5_Generative_vs,concept_vocab_index,vi911
3952,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi1338
3953,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi745
3954,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,concept_vocab_index,vi423
3955,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,prerequisite,Course2_W2-S1-L4_Generalization_and_Zeros_5-15
3956,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi292
3957,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi945
3958,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi29
3959,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi945
3960,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1403
3961,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi55
3962,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi78
3963,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi873
3964,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi1422
3965,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi817
3966,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi873
3967,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi873
3968,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,l_text_topics,topic_11
3969,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi456
3970,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi279
3971,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi693
3972,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi959
3973,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi386
3974,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi1252
3975,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi1115
3976,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi47
3977,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi60
3978,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi561
3979,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi43
3980,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi1108
3981,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,concept_vocab_index,vi538
3982,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,prerequisite,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20
3983,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi991
3984,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi73
3985,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,concept_vocab_index,vi54
3986,Course2_W8-S3-L4_Summarizing_Multiple_Documents,prerequisite,Course2_W8-S3-L3_Evaluating_Summaries-_ROUGE
3987,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi61
3988,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi332
3989,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,l_text_topics,topic_11
3990,Course1_W10-S2-L7_Summary_2-50,concept_vocab_index,vi512
3991,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,l_text_topics,topic_4
3992,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi1072
3993,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi55
3994,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,l_text_topics,topic_8
3995,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,level,level_1
3996,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi984
3997,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi1403
3998,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,concept_vocab_index,vi47
3999,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51,level,level_2
4000,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,concept_vocab_index,vi693
4001,Course1_W10-S1-L1_Introduction_1-02,concept_vocab_index,vi442
4002,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi848
4003,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi55
4004,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi545
4005,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,concept_vocab_index,vi832
4006,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi60
4007,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,l_text_topics,topic_12
4008,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi262
4009,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi1403
4010,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,concept_vocab_index,vi73
4011,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi235
4012,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi1341
4013,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi991
4014,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,concept_vocab_index,vi614
4015,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,concept_vocab_index,vi693
4016,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,concept_vocab_index,vi468
4017,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,l_text_topics,topic_6
4018,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,prerequisite,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22
4019,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,level,level_1
4020,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi945
4021,Course2_W3-S2_L2_Sentiment_Analysis-_A_baseline_algorithm_13-27,concept_vocab_index,vi55
4022,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,level,level_2
4023,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,concept_vocab_index,vi434
4024,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi27
4025,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi1414
4026,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,concept_vocab_index,vi282
4027,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi873
4028,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,concept_vocab_index,vi525
4029,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi116
4030,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi1108
4031,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi848
4032,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,prerequisite,Course2_W1-S3-L2_Computing_Minimum_Edit_Distance_5-54
4033,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,l_text_topics,topic_6
4034,Course1_W5-S1-L3_Challenges_in_MT_8-06,l_text_topics,topic_10
4035,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi1206
4036,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi993
4037,Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi837
4038,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi978
4039,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi993
4040,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi984
4041,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,l_text_topics,topic_1
4042,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi144
4043,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi1338
4044,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi946
4045,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi409
4046,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,l_text_topics,topic_5
4047,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi945
4048,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi625
4049,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi980
4050,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi982
4051,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi122
4052,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi873
4053,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi873
4054,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,concept_vocab_index,vi1338
4055,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,level,level_3
4056,Course1_W5-S2-L1_Introduction_3-24,concept_vocab_index,vi743
4057,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1206
4058,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi943
4059,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi1293
4060,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi171
4061,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi943
4062,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,concept_vocab_index,vi991
4063,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,l_text_topics,topic_12
4064,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi1057
4065,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi770
4066,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,prerequisite,Course1_W8-S2-L2_Conditional_History-based_Models_7-14
4067,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi984
4068,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,l_text_topics,topic_11
4069,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi1091
4070,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1141
4071,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi993
4072,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi800
4073,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi573
4074,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi946
4075,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi1422
4076,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi1236
4077,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50,concept_vocab_index,vi245
4078,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi134
4079,Course2_W8-S3-L1_Introduction_to_Summarization,l_text_topics,topic_9
4080,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi104
4081,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,l_text_topics,topic_10
4082,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi31
4083,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi982
4084,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi943
4085,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi468
4086,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi1108
4087,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,l_text_topics,topic_5
4088,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi990
4089,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,l_text_topics,topic_8
4090,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,level,level_3
4091,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,concept_vocab_index,vi220
4092,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi468
4093,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,concept_vocab_index,vi911
4094,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,l_text_topics,topic_6
4095,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,concept_vocab_index,vi873
4096,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,concept_vocab_index,vi943
4097,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,concept_vocab_index,vi988
4098,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi848
4099,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi1206
4100,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi55
4101,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi538
4102,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi770
4103,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi150
4104,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi806
4105,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi262
4106,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,l_text_topics,topic_12
4107,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi643
4108,Course1_W10-S2-L7_Summary_2-50,concept_vocab_index,vi47
4109,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi905
4110,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi1299
4111,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi74
4112,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,prerequisite,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38
4113,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,concept_vocab_index,vi1106
4114,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi468
4115,Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi1051
4116,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi468
4117,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi329
4118,Course2_W4-S1-L5_Generative_vs,concept_vocab_index,vi568
4119,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi538
4120,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi818
4121,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi47
4122,Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi1403
4123,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi1206
4124,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1072
4125,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi909
4126,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1326
4127,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi55
4128,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi1252
4129,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi1108
4130,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi1324
4131,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi873
4132,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi1072
4133,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,concept_vocab_index,vi905
4134,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,level,level_3
4135,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,concept_vocab_index,vi33
4136,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,l_text_topics,topic_1
4137,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,concept_vocab_index,vi159
4138,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,concept_vocab_index,vi1451
4139,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi944
4140,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi991
4141,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi1206
4142,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,concept_vocab_index,vi831
4143,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,concept_vocab_index,vi693
4144,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi939
4145,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi643
4146,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi770
4147,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi329
4148,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1046
