,head,variable,value,prob
301,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi270,0.05
301,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi468,0.06
301,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi134,0.02
301,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi62,0.04
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,prerequisite,start,1.0
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,prerequisite,Course1_W1-S1-L1_Introduction_Part_1_11-17,1.0
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,prerequisite,Course1_W1-S1-L2_Introduction_Part_2_10-28,1.0
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,prerequisite,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,1.0
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,prerequisite,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,1.0
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,prerequisite,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,1.0
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,prerequisite,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,1.0
7,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,prerequisite,Course1_W1-S2-L5_Trigram_Language_Models_9-40,1.0
8,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,prerequisite,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,1.0
9,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,prerequisite,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,1.0
10,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,prerequisite,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,1.0
11,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,prerequisite,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,1.0
12,Course1_W1-S3-L5_Summary_2-31,prerequisite,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,1.0
13,Course1_W10-S1-L1_Introduction_1-02,prerequisite,Course1_W1-S3-L5_Summary_2-31,1.0
14,Course1_W10-S1-L2_Recap_of_GLMs_7-40,prerequisite,Course1_W10-S1-L1_Introduction_1-02,1.0
15,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,prerequisite,Course1_W10-S1-L2_Recap_of_GLMs_7-40,1.0
16,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,prerequisite,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,1.0
17,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,prerequisite,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,1.0
18,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,prerequisite,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,1.0
19,Course1_W10-S2-L1_Introduction_0-37,prerequisite,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,1.0
20,Course1_W10-S2-L2_The_Dependency_Parsing_Problem_Part_1_5-21,prerequisite,Course1_W10-S2-L1_Introduction_0-37,1.0
21,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,prerequisite,Course1_W10-S2-L2_The_Dependency_Parsing_Problem_Part_1_5-21,1.0
22,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,prerequisite,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,1.0
23,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,prerequisite,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,1.0
24,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,prerequisite,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,1.0
25,Course1_W10-S2-L7_Summary_2-50,prerequisite,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,1.0
26,Course1_W2-S1-L1_The_Tagging_Problem_10-01,prerequisite,Course1_W10-S2-L7_Summary_2-50,1.0
27,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,prerequisite,Course1_W2-S1-L1_The_Tagging_Problem_10-01,1.0
28,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,prerequisite,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,1.0
29,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,prerequisite,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,1.0
30,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,prerequisite,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,1.0
31,Course1_W2-S1-L6_The_Viterbi_Algorithm_for_HMMs_Part_2_3-31,prerequisite,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,1.0
32,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,prerequisite,Course1_W2-S1-L6_The_Viterbi_Algorithm_for_HMMs_Part_2_3-31,1.0
33,Course1_W2-S1-L8_Summary_1-50,prerequisite,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,1.0
34,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,prerequisite,Course1_W2-S1-L8_Summary_1-50,1.0
35,Course1_W3-S1-L1_Introduction_0-28,prerequisite,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,1.0
36,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,prerequisite,Course1_W3-S1-L1_Introduction_0-28,1.0
37,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,prerequisite,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,1.0
38,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,prerequisite,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,1.0
39,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,prerequisite,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,1.0
40,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,prerequisite,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,1.0
41,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,prerequisite,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,1.0
42,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,prerequisite,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,1.0
43,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,prerequisite,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,1.0
44,Course1_W3-S2-L1_Introduction_1-12,prerequisite,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,1.0
45,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,prerequisite,Course1_W3-S2-L1_Introduction_1-12,1.0
46,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,prerequisite,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,1.0
47,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,prerequisite,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,1.0
48,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,prerequisite,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,1.0
49,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,prerequisite,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,1.0
50,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,prerequisite,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,1.0
51,Course1_W4-S2-L1_Introduction_00-17,prerequisite,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,1.0
52,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,prerequisite,Course1_W4-S2-L1_Introduction_00-17,1.0
53,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,prerequisite,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,1.0
54,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,prerequisite,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,1.0
55,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,prerequisite,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,1.0
56,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,prerequisite,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,1.0
57,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,prerequisite,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,1.0
58,Course1_W5-S1-L1_Opening_Comments_0-25,prerequisite,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,1.0
59,Course1_W5-S1-L2_introduction_2-03,prerequisite,Course1_W5-S1-L1_Opening_Comments_0-25,1.0
60,Course1_W5-S1-L3_Challenges_in_MT_8-06,prerequisite,Course1_W5-S1-L2_introduction_2-03,1.0
61,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,prerequisite,Course1_W5-S1-L3_Challenges_in_MT_8-06,1.0
62,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,prerequisite,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,1.0
63,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,prerequisite,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,1.0
64,Course1_W5-S2-L1_Introduction_3-24,prerequisite,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,1.0
65,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,prerequisite,Course1_W5-S2-L1_Introduction_3-24,1.0
66,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,prerequisite,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,1.0
67,Course1_W5-S2-L4_IBM_Model_2_11-27,prerequisite,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,1.0
68,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,prerequisite,Course1_W5-S2-L4_IBM_Model_2_11-27,1.0
69,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,prerequisite,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,1.0
70,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,prerequisite,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,1.0
71,Course1_W5-S2-L8_The_EM_Algorithm_for_IBM_Model_2_Part_4_4-52,prerequisite,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,1.0
72,Course1_W5-S2-L9_Summary_1-48,prerequisite,Course1_W5-S2-L8_The_EM_Algorithm_for_IBM_Model_2_Part_4_4-52,1.0
73,Course1_W6-S1-L1_Introduction_0-41,prerequisite,Course1_W5-S2-L9_Summary_1-48,1.0
74,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,prerequisite,Course1_W6-S1-L1_Introduction_0-41,1.0
75,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,prerequisite,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,1.0
76,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,prerequisite,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,1.0
77,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,prerequisite,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,1.0
78,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,prerequisite,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,1.0
79,Course1_W6-S2-L2_Definition_of_the_Decoding_Problem_Part_2_13-00,prerequisite,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,1.0
80,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,prerequisite,Course1_W6-S2-L2_Definition_of_the_Decoding_Problem_Part_2_13-00,1.0
81,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,prerequisite,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,1.0
82,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,prerequisite,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,1.0
83,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,prerequisite,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,1.0
84,Course1_W7-S1-L1_Introduction_0-47,prerequisite,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,1.0
85,Course1_W7-S1-L2_Two_Example_Problems_11-19,prerequisite,Course1_W7-S1-L1_Introduction_0-47,1.0
86,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,prerequisite,Course1_W7-S1-L2_Two_Example_Problems_11-19,1.0
87,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,prerequisite,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,1.0
88,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,prerequisite,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,1.0
89,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45,prerequisite,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,1.0
90,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,prerequisite,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45,1.0
91,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,prerequisite,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,1.0
92,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,prerequisite,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,1.0
93,Course1_W8-S1-L1_Introduction_1-41,prerequisite,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,1.0
94,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,prerequisite,Course1_W8-S1-L1_Introduction_1-41,1.0
95,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,prerequisite,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,1.0
96,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,prerequisite,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,1.0
97,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,prerequisite,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,1.0
98,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,prerequisite,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,1.0
99,Course1_W8-S1-L7_An_Example_Application_9-28,prerequisite,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,1.0
100,Course1_W8-S1-L8_Summary_2-45,prerequisite,Course1_W8-S1-L7_An_Example_Application_9-28,1.0
101,Course1_W8-S2-L1_Introduction_0-47,prerequisite,Course1_W8-S1-L8_Summary_2-45,1.0
102,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,prerequisite,Course1_W8-S2-L1_Introduction_0-47,1.0
103,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,prerequisite,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,1.0
104,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,prerequisite,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,1.0
105,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,prerequisite,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,1.0
106,Course1_W8-S2-L6_Summary_1-12,prerequisite,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,1.0
107,Course1_W9-S1-L1_Introduction_0-36,prerequisite,Course1_W8-S2-L6_Summary_1-12,1.0
108,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,prerequisite,Course1_W9-S1-L1_Introduction_0-36,1.0
109,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,prerequisite,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,1.0
110,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,prerequisite,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,1.0
111,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,prerequisite,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,1.0
112,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,prerequisite,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,1.0
113,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,prerequisite,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,1.0
114,Course1_W9-S2-L1_Introduction_0-30,prerequisite,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,1.0
115,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,prerequisite,Course1_W9-S2-L1_Introduction_0-30,1.0
116,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,prerequisite,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,1.0
117,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,prerequisite,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,1.0
118,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,prerequisite,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,1.0
119,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,prerequisite,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,1.0
120,Course1_W9-S2-L7_Summary_3-01,prerequisite,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,1.0
121,Course2_W1-S1-L1_Course_Introduction_14-11,prerequisite,start,1.0
122,Course2_W1-S2-L1_Regular_Expressions_11-25,prerequisite,Course2_W1-S1-L1_Course_Introduction_14-11,1.0
123,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,prerequisite,Course2_W1-S2-L1_Regular_Expressions_11-25,1.0
124,Course2_W1-S2-L3_Word_Tokenization_14-26,prerequisite,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,1.0
125,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,prerequisite,Course2_W1-S2-L3_Word_Tokenization_14-26,1.0
126,Course2_W1-S2-L5_Sentence_Segmentation_5-31,prerequisite,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,1.0
127,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,prerequisite,Course2_W1-S2-L5_Sentence_Segmentation_5-31,1.0
128,Course2_W1-S3-L2_Computing_Minimum_Edit_Distance_5-54,prerequisite,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,1.0
129,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,prerequisite,Course2_W1-S3-L2_Computing_Minimum_Edit_Distance_5-54,1.0
130,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,prerequisite,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,1.0
131,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,prerequisite,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,1.0
132,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,prerequisite,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,1.0
133,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,prerequisite,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,1.0
134,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,prerequisite,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,1.0
135,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,prerequisite,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,1.0
136,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,prerequisite,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,1.0
137,Course2_W2-S1-L6_Interpolation_10-25,prerequisite,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,1.0
138,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,prerequisite,Course2_W2-S1-L6_Interpolation_10-25,1.0
139,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,prerequisite,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,1.0
140,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,prerequisite,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,1.0
141,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,prerequisite,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,1.0
142,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,prerequisite,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,1.0
143,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,prerequisite,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,1.0
144,Course2_W3-S1-L1_What_is_Text_Classification_8-12,prerequisite,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,1.0
145,Course2_W3-S1-L2_Naive_Bayes_3-19,prerequisite,Course2_W3-S1-L1_What_is_Text_Classification_8-12,1.0
146,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,prerequisite,Course2_W3-S1-L2_Naive_Bayes_3-19,1.0
147,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,prerequisite,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,1.0
148,Course2_W3-S1-L5_Naive_Bayes-_Relationship_to_Language_Modeling_4-35,prerequisite,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,1.0
149,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,prerequisite,Course2_W3-S1-L5_Naive_Bayes-_Relationship_to_Language_Modeling_4-35,1.0
150,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,prerequisite,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,1.0
151,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,prerequisite,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,1.0
152,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,prerequisite,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,1.0
153,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17,prerequisite,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,1.0
154,Course2_W3-S2_L2_Sentiment_Analysis-_A_baseline_algorithm_13-27,prerequisite,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17,1.0
155,Course2_W3-S2_L3_Sentiment_Lexicons_8-37,prerequisite,Course2_W3-S2_L2_Sentiment_Analysis-_A_baseline_algorithm_13-27,1.0
156,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,prerequisite,Course2_W3-S2_L3_Sentiment_Lexicons_8-37,1.0
157,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,prerequisite,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,1.0
158,Course2_W4-S1-L1_Generative_vs,prerequisite,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,1.0
159,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,prerequisite,Course2_W4-S1-L1_Generative_vs,1.0
160,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,prerequisite,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,1.0
161,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,prerequisite,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,1.0
162,Course2_W4-S1-L5_Generative_vs,prerequisite,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,1.0
163,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,prerequisite,Course2_W4-S1-L5_Generative_vs,1.0
164,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,prerequisite,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,1.0
165,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,prerequisite,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,1.0
166,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,prerequisite,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,1.0
167,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,prerequisite,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,1.0
168,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,prerequisite,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,1.0
169,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,prerequisite,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,1.0
170,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,prerequisite,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,1.0
171,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,prerequisite,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,1.0
172,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,prerequisite,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,1.0
173,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,prerequisite,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,1.0
174,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,prerequisite,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,1.0
